REGION,TERRITORIO
51 METRO PONIENTE,5104 HUIXQUILUCAN
42 SUR,4203 CUAUTLA
12 LAGUNA CHIHUAHUA,1203 JUAREZ
63 GOLFO,6302 COATZACOALCOS
61 CHIAPAS,6103 MEZCALAPA
10 FRONTERA OESTE,1001 TIJUANA
61 CHIAPAS,6101 TUXTLA
21 HUASTECA,2104 ZACATECAS
33 BAJIO,3305 QUERÉTARO
20 NORESTE,2003 MONTERREY
62 PENINSULA,6204 UMAN
40 METRO ORIENTE,4001 GUSTAVO A. MADERO
41 METRO SURORIENTE,4107 XOCHIMILCO
51 METRO PONIENTE,5105 TECAMAC
63 GOLFO,6302 COATZACOALCOS
12 LAGUNA CHIHUAHUA,1204 CHIHUAHUA DELICIAS
11 PACIFICO,1104 TEPIC
32 MICHOACÁN,3204 PATZCUARO
32 MICHOACÁN,3203 ZACAPU
10 FRONTERA OESTE,1004 HERMOSILLO
21 HUASTECA,2102 SAN LUIS POTOSÍ
11 PACIFICO,1101 LA PAZ
41 METRO SURORIENTE,4101 IZTAPALAPA
10 FRONTERA OESTE,1004 HERMOSILLO
33 BAJIO,3302 SAN MIGUEL DE ALLENDE
63 GOLFO,6302 COATZACOALCOS
42 SUR,4205 ACAPULCO
40 METRO ORIENTE,4006 ECATEPEC
20 NORESTE,2005 ESCOBEDO
60 PUEBLA,6003 ZACAPOAXTLA
61 CHIAPAS,6102 TAPACHULA
52 VALLE DE TOLUCA,5204 TIANGUISTENCO
60 PUEBLA,6006 XALAPA
61 CHIAPAS,6101 TUXTLA
30 COSTA OCCIDENTE,3001 PUERTO VALLARTA
51 METRO PONIENTE,5104 HUIXQUILUCAN
33 BAJIO,3305 QUERÉTARO
50 METRO NORPONIENTE,5004 COACALCO
20 NORESTE,2007 POZA RICA
33 BAJIO,3305 QUERÉTARO
12 LAGUNA CHIHUAHUA,1202 TORREON
52 VALLE DE TOLUCA,5202 VALLE DE BRAVO
33 BAJIO,3305 QUERÉTARO
21 HUASTECA,2106 PACHUCA
40 METRO ORIENTE,4005 ACOLMAN
11 PACIFICO,1101 LA PAZ
42 SUR,4207 TLACOLULA
20 NORESTE,2008 MARTINEZ DE LA TORRE
10 FRONTERA OESTE,1003 GUAYMAS Y NOGALES
30 COSTA OCCIDENTE,3004 COLIMA
41 METRO SURORIENTE,4104 TLALPAN
60 PUEBLA,6001 TEHUACAN
60 PUEBLA,6001 TEHUACAN
41 METRO SURORIENTE,4103 COYOACAN
61 CHIAPAS,6101 TUXTLA
42 SUR,4205 ACAPULCO
60 PUEBLA,6006 XALAPA
11 PACIFICO,1102 SINALOA
20 NORESTE,2004 SAN PEDRO GARZA
52 VALLE DE TOLUCA,5203 LERMA
42 SUR,4204 QUECHULTENANGO
41 METRO SURORIENTE,4101 IZTAPALAPA
40 METRO ORIENTE,4005 ACOLMAN
10 FRONTERA OESTE,1002 MEXICALI
60 PUEBLA,6001 TEHUACAN
50 METRO NORPONIENTE,5005 AZCAPOTZALCO
52 VALLE DE TOLUCA,5205 ATLACOMULCO
41 METRO SURORIENTE,4105 TLAHUAC
21 HUASTECA,2101 AGUASCALIENTES
20 NORESTE,2005 ESCOBEDO
62 PENINSULA,6201 CANCUN
33 BAJIO,3305 QUERÉTARO
33 BAJIO,3305 QUERÉTARO
31 JALISCO,3103 GUADALAJARA
52 VALLE DE TOLUCA,5204 TIANGUISTENCO
41 METRO SURORIENTE,4104 TLALPAN
32 MICHOACÁN,3202 URUAPAN
40 METRO ORIENTE,4006 ECATEPEC
52 VALLE DE TOLUCA,5204 TIANGUISTENCO
41 METRO SURORIENTE,4101 IZTAPALAPA
50 METRO NORPONIENTE,5005 AZCAPOTZALCO
50 METRO NORPONIENTE,5006 VENUSTIANO CARRANZA
42 SUR,4201 CUERNAVACA
52 VALLE DE TOLUCA,5205 ATLACOMULCO
21 HUASTECA,2104 ZACATECAS
21 HUASTECA,2105 TULA
20 NORESTE,2008 MARTINEZ DE LA TORRE
42 SUR,4201 CUERNAVACA
21 HUASTECA,2106 PACHUCA
32 MICHOACÁN,3201 MORELIA
51 METRO PONIENTE,5103 BENITO JUAREZ
32 MICHOACÁN,3201 MORELIA
41 METRO SURORIENTE,4103 COYOACAN
33 BAJIO,3301 LEON
30 COSTA OCCIDENTE,3002 JALISCO SUR
62 PENINSULA,6201 CANCUN
40 METRO ORIENTE,4006 ECATEPEC
10 FRONTERA OESTE,1001 TIJUANA
32 MICHOACÁN,3204 PATZCUARO
63 GOLFO,6303 VILLAHERMOSA
21 HUASTECA,2104 ZACATECAS
60 PUEBLA,6004 VERACRUZ
40 METRO ORIENTE,4004 TEXCOCO
50 METRO NORPONIENTE,5001 CUAUTITLAN IZCALLI
30 COSTA OCCIDENTE,3003 OCOTLAN
31 JALISCO,3103 GUADALAJARA
63 GOLFO,6304 HUIMANGUILLO
50 METRO NORPONIENTE,5001 CUAUTITLAN IZCALLI
33 BAJIO,3302 SAN MIGUEL DE ALLENDE
32 MICHOACÁN,3204 PATZCUARO
12 LAGUNA CHIHUAHUA,1204 CHIHUAHUA DELICIAS
63 GOLFO,6302 COATZACOALCOS
20 NORESTE,2007 POZA RICA
63 GOLFO,6305 CIUDAD DEL CARMEN
30 COSTA OCCIDENTE,3001 PUERTO VALLARTA
52 VALLE DE TOLUCA,5201 TOLUCA
60 PUEBLA,6003 ZACAPOAXTLA
20 NORESTE,2006 TAMPICO
52 VALLE DE TOLUCA,5203 LERMA
20 NORESTE,2007 POZA RICA
40 METRO ORIENTE,4005 ACOLMAN
60 PUEBLA,6003 ZACAPOAXTLA
51 METRO PONIENTE,5102 IZTACALCO
51 METRO PONIENTE,5102 IZTACALCO
41 METRO SURORIENTE,4106 CHALCO
52 VALLE DE TOLUCA,5204 TIANGUISTENCO
62 PENINSULA,6205 PLAYA DEL CARMEN
60 PUEBLA,6003 ZACAPOAXTLA
60 PUEBLA,6004 VERACRUZ
42 SUR,4203 CUAUTLA
30 COSTA OCCIDENTE,3004 COLIMA
20 NORESTE,2008 MARTINEZ DE LA TORRE
11 PACIFICO,1103 MAZATLAN CULIACAN
31 JALISCO,3103 GUADALAJARA
10 FRONTERA OESTE,1003 GUAYMAS Y NOGALES
60 PUEBLA,6002 PUEBLA
21 HUASTECA,2101 AGUASCALIENTES
20 NORESTE,2002 GUADALUPE
51 METRO PONIENTE,5102 IZTACALCO
20 NORESTE,2003 MONTERREY
62 PENINSULA,6204 UMAN
63 GOLFO,6305 CIUDAD DEL CARMEN
60 PUEBLA,6002 PUEBLA
33 BAJIO,3303 IRAPUATO
60 PUEBLA,6002 PUEBLA
40 METRO ORIENTE,4005 ACOLMAN
61 CHIAPAS,6101 TUXTLA
21 HUASTECA,2106 PACHUCA
11 PACIFICO,1103 MAZATLAN CULIACAN
12 LAGUNA CHIHUAHUA,1201 DURANGO
21 HUASTECA,2105 TULA
20 NORESTE,2006 TAMPICO
21 HUASTECA,2103 SAN LUIS FORANEO
11 PACIFICO,1101 LA PAZ
50 METRO NORPONIENTE,5002 ATIZAPAN
20 NORESTE,2007 POZA RICA
12 LAGUNA CHIHUAHUA,1201 DURANGO
60 PUEBLA,6002 PUEBLA
20 NORESTE,2008 MARTINEZ DE LA TORRE
63 GOLFO,6302 COATZACOALCOS
51 METRO PONIENTE,5104 HUIXQUILUCAN
50 METRO NORPONIENTE,5002 ATIZAPAN
42 SUR,4202 JIUTEPEC
20 NORESTE,2007 POZA RICA
10 FRONTERA OESTE,1001 TIJUANA
52 VALLE DE TOLUCA,5201 TOLUCA
60 PUEBLA,6006 XALAPA
51 METRO PONIENTE,5106 NAUCALPAN
20 NORESTE,2002 GUADALUPE
60 PUEBLA,6002 PUEBLA
40 METRO ORIENTE,4006 ECATEPEC
21 HUASTECA,2106 PACHUCA
60 PUEBLA,6002 PUEBLA
51 METRO PONIENTE,5103 BENITO JUAREZ
11 PACIFICO,1103 MAZATLAN CULIACAN
61 CHIAPAS,6104 JUCHITAN
52 VALLE DE TOLUCA,5202 VALLE DE BRAVO
10 FRONTERA OESTE,1001 TIJUANA
60 PUEBLA,6002 PUEBLA
31 JALISCO,3101 ALTOS JALISCO
50 METRO NORPONIENTE,5004 COACALCO
50 METRO NORPONIENTE,5001 CUAUTITLAN IZCALLI
41 METRO SURORIENTE,4107 XOCHIMILCO
20 NORESTE,2001 REYNOSA
51 METRO PONIENTE,5101 CUAUHTEMOC
11 PACIFICO,1101 LA PAZ
60 PUEBLA,6001 TEHUACAN
31 JALISCO,3101 ALTOS JALISCO
62 PENINSULA,6204 UMAN
41 METRO SURORIENTE,4101 IZTAPALAPA
51 METRO PONIENTE,5105 TECAMAC
33 BAJIO,3302 SAN MIGUEL DE ALLENDE
42 SUR,4206 PUNGARABATO
41 METRO SURORIENTE,4106 CHALCO
21 HUASTECA,2107 TULANCINGO
42 SUR,4205 ACAPULCO
41 METRO SURORIENTE,4104 TLALPAN
60 PUEBLA,6005 ORIZABA
60 PUEBLA,6004 VERACRUZ
51 METRO PONIENTE,5101 CUAUHTEMOC
41 METRO SURORIENTE,4101 IZTAPALAPA
20 NORESTE,2006 TAMPICO
50 METRO NORPONIENTE,5006 VENUSTIANO CARRANZA
51 METRO PONIENTE,5104 HUIXQUILUCAN
63 GOLFO,6305 CIUDAD DEL CARMEN
60 PUEBLA,6001 TEHUACAN
60 PUEBLA,6004 VERACRUZ
30 COSTA OCCIDENTE,3001 PUERTO VALLARTA
61 CHIAPAS,6101 TUXTLA
52 VALLE DE TOLUCA,5206 CHIAUTEMPAN
61 CHIAPAS,6101 TUXTLA
61 CHIAPAS,6102 TAPACHULA
52 VALLE DE TOLUCA,5206 CHIAUTEMPAN
50 METRO NORPONIENTE,5002 ATIZAPAN
33 BAJIO,3304 CELAYA
20 NORESTE,2007 POZA RICA
31 JALISCO,3103 GUADALAJARA
20 NORESTE,2002 GUADALUPE
41 METRO SURORIENTE,4102 ALVARO OBREGON
33 BAJIO,3303 IRAPUATO
12 LAGUNA CHIHUAHUA,1205 COAHUILA
63 GOLFO,6301 ACAYUCAN
60 PUEBLA,6002 PUEBLA
30 COSTA OCCIDENTE,3002 JALISCO SUR
50 METRO NORPONIENTE,5005 AZCAPOTZALCO
52 VALLE DE TOLUCA,5201 TOLUCA
60 PUEBLA,6001 TEHUACAN
20 NORESTE,2002 GUADALUPE
21 HUASTECA,2104 ZACATECAS
60 PUEBLA,6003 ZACAPOAXTLA
30 COSTA OCCIDENTE,3004 COLIMA
60 PUEBLA,6005 ORIZABA
12 LAGUNA CHIHUAHUA,1204 CHIHUAHUA DELICIAS
12 LAGUNA CHIHUAHUA,1204 CHIHUAHUA DELICIAS
10 FRONTERA OESTE,1003 GUAYMAS Y NOGALES
20 NORESTE,2005 ESCOBEDO
42 SUR,4202 JIUTEPEC
42 SUR,4202 JIUTEPEC
21 HUASTECA,2106 PACHUCA
60 PUEBLA,6004 VERACRUZ
42 SUR,4203 CUAUTLA
41 METRO SURORIENTE,4107 XOCHIMILCO
60 PUEBLA,6004 VERACRUZ
31 JALISCO,3105 TLAQUEPAQUE
61 CHIAPAS,6103 MEZCALAPA
62 PENINSULA,6205 PLAYA DEL CARMEN
50 METRO NORPONIENTE,5002 ATIZAPAN
11 PACIFICO,1101 LA PAZ
52 VALLE DE TOLUCA,5204 TIANGUISTENCO
52 VALLE DE TOLUCA,5205 ATLACOMULCO
51 METRO PONIENTE,5104 HUIXQUILUCAN
41 METRO SURORIENTE,4103 COYOACAN
41 METRO SURORIENTE,4103 COYOACAN
62 PENINSULA,6202 CAMPECHE
30 COSTA OCCIDENTE,3001 PUERTO VALLARTA
50 METRO NORPONIENTE,5005 AZCAPOTZALCO
51 METRO PONIENTE,5101 CUAUHTEMOC
42 SUR,4206 PUNGARABATO
21 HUASTECA,2105 TULA
63 GOLFO,6301 ACAYUCAN
30 COSTA OCCIDENTE,3003 OCOTLAN
61 CHIAPAS,6104 JUCHITAN
40 METRO ORIENTE,4005 ACOLMAN
20 NORESTE,2001 REYNOSA
61 CHIAPAS,6102 TAPACHULA
21 HUASTECA,2107 TULANCINGO
40 METRO ORIENTE,4002 NEZAHUALCOYOTL
42 SUR,4205 ACAPULCO
42 SUR,4207 TLACOLULA
20 NORESTE,2002 GUADALUPE
60 PUEBLA,6002 PUEBLA
12 LAGUNA CHIHUAHUA,1201 DURANGO
41 METRO SURORIENTE,4102 ALVARO OBREGON
12 LAGUNA CHIHUAHUA,1204 CHIHUAHUA DELICIAS
52 VALLE DE TOLUCA,5206 CHIAUTEMPAN
12 LAGUNA CHIHUAHUA,1203 JUAREZ
41 METRO SURORIENTE,4101 IZTAPALAPA
62 PENINSULA,6201 CANCUN
41 METRO SURORIENTE,4106 CHALCO
61 CHIAPAS,6101 TUXTLA
63 GOLFO,6305 CIUDAD DEL CARMEN
42 SUR,4203 CUAUTLA
60 PUEBLA,6002 PUEBLA
60 PUEBLA,6004 VERACRUZ
61 CHIAPAS,6103 MEZCALAPA
51 METRO PONIENTE,5104 HUIXQUILUCAN
61 CHIAPAS,6101 TUXTLA
32 MICHOACÁN,3201 MORELIA
11 PACIFICO,1102 SINALOA
12 LAGUNA CHIHUAHUA,1204 CHIHUAHUA DELICIAS
41 METRO SURORIENTE,4104 TLALPAN
62 PENINSULA,6203 MERIDA
21 HUASTECA,2106 PACHUCA
21 HUASTECA,2104 ZACATECAS
51 METRO PONIENTE,5106 NAUCALPAN
33 BAJIO,3302 SAN MIGUEL DE ALLENDE
21 HUASTECA,2107 TULANCINGO
42 SUR,4202 JIUTEPEC
10 FRONTERA OESTE,1001 TIJUANA
12 LAGUNA CHIHUAHUA,1203 JUAREZ
31 JALISCO,3103 GUADALAJARA
41 METRO SURORIENTE,4102 ALVARO OBREGON
33 BAJIO,3301 LEON
21 HUASTECA,2105 TULA
33 BAJIO,3304 CELAYA
21 HUASTECA,2107 TULANCINGO
52 VALLE DE TOLUCA,5201 TOLUCA
40 METRO ORIENTE,4004 TEXCOCO
21 HUASTECA,2101 AGUASCALIENTES
51 METRO PONIENTE,5104 HUIXQUILUCAN
32 MICHOACÁN,3203 ZACAPU
40 METRO ORIENTE,4004 TEXCOCO
12 LAGUNA CHIHUAHUA,1203 JUAREZ
62 PENINSULA,6203 MERIDA
50 METRO NORPONIENTE,5004 COACALCO
20 NORESTE,2007 POZA RICA
60 PUEBLA,6001 TEHUACAN
50 METRO NORPONIENTE,5006 VENUSTIANO CARRANZA
21 HUASTECA,2107 TULANCINGO
51 METRO PONIENTE,5101 CUAUHTEMOC
31 JALISCO,3105 TLAQUEPAQUE
63 GOLFO,6302 COATZACOALCOS
52 VALLE DE TOLUCA,5201 TOLUCA
30 COSTA OCCIDENTE,3004 COLIMA
33 BAJIO,3305 QUERÉTARO
41 METRO SURORIENTE,4102 ALVARO OBREGON
62 PENINSULA,6201 CANCUN
60 PUEBLA,6006 XALAPA
63 GOLFO,6303 VILLAHERMOSA
31 JALISCO,3101 ALTOS JALISCO
52 VALLE DE TOLUCA,5206 CHIAUTEMPAN
60 PUEBLA,6002 PUEBLA
10 FRONTERA OESTE,1001 TIJUANA
60 PUEBLA,6002 PUEBLA
40 METRO ORIENTE,4003 CHIMALHUACAN
60 PUEBLA,6001 TEHUACAN
20 NORESTE,2008 MARTINEZ DE LA TORRE
51 METRO PONIENTE,5101 CUAUHTEMOC
63 GOLFO,6302 COATZACOALCOS
30 COSTA OCCIDENTE,3003 OCOTLAN
10 FRONTERA OESTE,1002 MEXICALI
41 METRO SURORIENTE,4103 COYOACAN
50 METRO NORPONIENTE,5003 TLALNEPANTLA
20 NORESTE,2003 MONTERREY
60 PUEBLA,6002 PUEBLA
20 NORESTE,2006 TAMPICO
12 LAGUNA CHIHUAHUA,1203 JUAREZ
63 GOLFO,6304 HUIMANGUILLO
30 COSTA OCCIDENTE,3003 OCOTLAN
40 METRO ORIENTE,4004 TEXCOCO
63 GOLFO,6302 COATZACOALCOS
21 HUASTECA,2106 PACHUCA
61 CHIAPAS,6102 TAPACHULA
31 JALISCO,3105 TLAQUEPAQUE
33 BAJIO,3302 SAN MIGUEL DE ALLENDE
10 FRONTERA OESTE,1003 GUAYMAS Y NOGALES
31 JALISCO,3102 ZAPOPAN
41 METRO SURORIENTE,4104 TLALPAN
60 PUEBLA,6005 ORIZABA
41 METRO SURORIENTE,4105 TLAHUAC
30 COSTA OCCIDENTE,3003 OCOTLAN
61 CHIAPAS,6101 TUXTLA
20 NORESTE,2007 POZA RICA
50 METRO NORPONIENTE,5005 AZCAPOTZALCO
21 HUASTECA,2107 TULANCINGO
52 VALLE DE TOLUCA,5206 CHIAUTEMPAN
21 HUASTECA,2107 TULANCINGO
31 JALISCO,3103 GUADALAJARA
20 NORESTE,2008 MARTINEZ DE LA TORRE
32 MICHOACÁN,3203 ZACAPU
40 METRO ORIENTE,4001 GUSTAVO A. MADERO
42 SUR,4203 CUAUTLA
60 PUEBLA,6005 ORIZABA
21 HUASTECA,2107 TULANCINGO
51 METRO PONIENTE,5104 HUIXQUILUCAN
30 COSTA OCCIDENTE,3003 OCOTLAN
42 SUR,4201 CUERNAVACA
62 PENINSULA,6205 PLAYA DEL CARMEN
61 CHIAPAS,6104 JUCHITAN
10 FRONTERA OESTE,1001 TIJUANA
11 PACIFICO,1101 LA PAZ
40 METRO ORIENTE,4005 ACOLMAN
30 COSTA OCCIDENTE,3003 OCOTLAN
40 METRO ORIENTE,4004 TEXCOCO
20 NORESTE,2008 MARTINEZ DE LA TORRE
40 METRO ORIENTE,4004 TEXCOCO
31 JALISCO,3105 TLAQUEPAQUE
42 SUR,4202 JIUTEPEC
40 METRO ORIENTE,4003 CHIMALHUACAN
20 NORESTE,2002 GUADALUPE
61 CHIAPAS,6102 TAPACHULA
52 VALLE DE TOLUCA,5207 TEXMELUCAN
42 SUR,4208 OAXACA
50 METRO NORPONIENTE,5003 TLALNEPANTLA
52 VALLE DE TOLUCA,5204 TIANGUISTENCO
60 PUEBLA,6002 PUEBLA
62 PENINSULA,6205 PLAYA DEL CARMEN
33 BAJIO,3301 LEON
42 SUR,4201 CUERNAVACA
33 BAJIO,3303 IRAPUATO
52 VALLE DE TOLUCA,5207 TEXMELUCAN
20 NORESTE,2001 REYNOSA
60 PUEBLA,6001 TEHUACAN
20 NORESTE,2004 SAN PEDRO GARZA
51 METRO PONIENTE,5104 HUIXQUILUCAN
42 SUR,4206 PUNGARABATO
21 HUASTECA,2102 SAN LUIS POTOSÍ
50 METRO NORPONIENTE,5004 COACALCO
21 HUASTECA,2103 SAN LUIS FORANEO
40 METRO ORIENTE,4003 CHIMALHUACAN
50 METRO NORPONIENTE,5005 AZCAPOTZALCO
10 FRONTERA OESTE,1004 HERMOSILLO
51 METRO PONIENTE,5104 HUIXQUILUCAN
50 METRO NORPONIENTE,5002 ATIZAPAN
41 METRO SURORIENTE,4104 TLALPAN
20 NORESTE,2002 GUADALUPE
51 METRO PONIENTE,5101 CUAUHTEMOC
60 PUEBLA,6006 XALAPA
41 METRO SURORIENTE,4103 COYOACAN
20 NORESTE,2002 GUADALUPE
41 METRO SURORIENTE,4103 COYOACAN
11 PACIFICO,1103 MAZATLAN CULIACAN
32 MICHOACÁN,3201 MORELIA
52 VALLE DE TOLUCA,5205 ATLACOMULCO
30 COSTA OCCIDENTE,3002 JALISCO SUR
60 PUEBLA,6002 PUEBLA
61 CHIAPAS,6101 TUXTLA
32 MICHOACÁN,3202 URUAPAN
21 HUASTECA,2105 TULA
10 FRONTERA OESTE,1002 MEXICALI
21 HUASTECA,2106 PACHUCA
20 NORESTE,2005 ESCOBEDO
21 HUASTECA,2102 SAN LUIS POTOSÍ
40 METRO ORIENTE,4004 TEXCOCO
41 METRO SURORIENTE,4103 COYOACAN
42 SUR,4204 QUECHULTENANGO
40 METRO ORIENTE,4002 NEZAHUALCOYOTL
50 METRO NORPONIENTE,5001 CUAUTITLAN IZCALLI
41 METRO SURORIENTE,4105 TLAHUAC
20 NORESTE,2006 TAMPICO
21 HUASTECA,2106 PACHUCA
62 PENINSULA,6203 MERIDA
32 MICHOACÁN,3202 URUAPAN
12 LAGUNA CHIHUAHUA,1203 JUAREZ
32 MICHOACÁN,3201 MORELIA
20 NORESTE,2007 POZA RICA
51 METRO PONIENTE,5103 BENITO JUAREZ
60 PUEBLA,6003 ZACAPOAXTLA
63 GOLFO,6304 HUIMANGUILLO
42 SUR,4208 OAXACA
41 METRO SURORIENTE,4101 IZTAPALAPA
42 SUR,4201 CUERNAVACA
42 SUR,4205 ACAPULCO
31 JALISCO,3101 ALTOS JALISCO
50 METRO NORPONIENTE,5006 VENUSTIANO CARRANZA
32 MICHOACÁN,3201 MORELIA
60 PUEBLA,6002 PUEBLA
41 METRO SURORIENTE,4103 COYOACAN
51 METRO PONIENTE,5106 NAUCALPAN
21 HUASTECA,2102 SAN LUIS POTOSÍ
41 METRO SURORIENTE,4101 IZTAPALAPA
32 MICHOACÁN,3204 PATZCUARO
21 HUASTECA,2101 AGUASCALIENTES
33 BAJIO,3302 SAN MIGUEL DE ALLENDE
33 BAJIO,3304 CELAYA
11 PACIFICO,1101 LA PAZ
52 VALLE DE TOLUCA,5204 TIANGUISTENCO
31 JALISCO,3105 TLAQUEPAQUE
11 PACIFICO,1101 LA PAZ
63 GOLFO,6304 HUIMANGUILLO
11 PACIFICO,1101 LA PAZ
42 SUR,4206 PUNGARABATO
40 METRO ORIENTE,4001 GUSTAVO A. MADERO
63 GOLFO,6303 VILLAHERMOSA
21 HUASTECA,2102 SAN LUIS POTOSÍ
60 PUEBLA,6005 ORIZABA
31 JALISCO,3105 TLAQUEPAQUE
40 METRO ORIENTE,4002 NEZAHUALCOYOTL
51 METRO PONIENTE,5101 CUAUHTEMOC
60 PUEBLA,6004 VERACRUZ
52 VALLE DE TOLUCA,5201 TOLUCA
21 HUASTECA,2106 PACHUCA
52 VALLE DE TOLUCA,5204 TIANGUISTENCO
30 COSTA OCCIDENTE,3003 OCOTLAN
10 FRONTERA OESTE,1001 TIJUANA
30 COSTA OCCIDENTE,3003 OCOTLAN
12 LAGUNA CHIHUAHUA,1204 CHIHUAHUA DELICIAS
10 FRONTERA OESTE,1003 GUAYMAS Y NOGALES
33 BAJIO,3304 CELAYA
42 SUR,4206 PUNGARABATO
10 FRONTERA OESTE,1001 TIJUANA
21 HUASTECA,2101 AGUASCALIENTES
33 BAJIO,3303 IRAPUATO
61 CHIAPAS,6102 TAPACHULA
41 METRO SURORIENTE,4107 XOCHIMILCO
21 HUASTECA,2103 SAN LUIS FORANEO
20 NORESTE,2007 POZA RICA
60 PUEBLA,6003 ZACAPOAXTLA
10 FRONTERA OESTE,1002 MEXICALI
42 SUR,4208 OAXACA
52 VALLE DE TOLUCA,5201 TOLUCA
51 METRO PONIENTE,5103 BENITO JUAREZ
60 PUEBLA,6002 PUEBLA
11 PACIFICO,1101 LA PAZ
60 PUEBLA,6002 PUEBLA
40 METRO ORIENTE,4005 ACOLMAN
40 METRO ORIENTE,4004 TEXCOCO
20 NORESTE,2005 ESCOBEDO
33 BAJIO,3305 QUERÉTARO
31 JALISCO,3103 GUADALAJARA
21 HUASTECA,2103 SAN LUIS FORANEO
12 LAGUNA CHIHUAHUA,1202 TORREON
12 LAGUNA CHIHUAHUA,1205 COAHUILA
62 PENINSULA,6202 CAMPECHE
51 METRO PONIENTE,5105 TECAMAC
50 METRO NORPONIENTE,5006 VENUSTIANO CARRANZA
51 METRO PONIENTE,5105 TECAMAC
51 METRO PONIENTE,5101 CUAUHTEMOC
33 BAJIO,3305 QUERÉTARO
50 METRO NORPONIENTE,5003 TLALNEPANTLA
52 VALLE DE TOLUCA,5205 ATLACOMULCO
52 VALLE DE TOLUCA,5207 TEXMELUCAN
21 HUASTECA,2103 SAN LUIS FORANEO
41 METRO SURORIENTE,4103 COYOACAN
11 PACIFICO,1101 LA PAZ
33 BAJIO,3304 CELAYA
63 GOLFO,6302 COATZACOALCOS
52 VALLE DE TOLUCA,5207 TEXMELUCAN
52 VALLE DE TOLUCA,5201 TOLUCA
42 SUR,4203 CUAUTLA
63 GOLFO,6302 COATZACOALCOS
50 METRO NORPONIENTE,5003 TLALNEPANTLA
42 SUR,4205 ACAPULCO
40 METRO ORIENTE,4004 TEXCOCO
32 MICHOACÁN,3203 ZACAPU
60 PUEBLA,6005 ORIZABA
21 HUASTECA,2107 TULANCINGO
52 VALLE DE TOLUCA,5203 LERMA
21 HUASTECA,2104 ZACATECAS
52 VALLE DE TOLUCA,5206 CHIAUTEMPAN
40 METRO ORIENTE,4005 ACOLMAN
63 GOLFO,6305 CIUDAD DEL CARMEN
60 PUEBLA,6005 ORIZABA
41 METRO SURORIENTE,4102 ALVARO OBREGON
52 VALLE DE TOLUCA,5202 VALLE DE BRAVO
40 METRO ORIENTE,4003 CHIMALHUACAN
41 METRO SURORIENTE,4105 TLAHUAC
63 GOLFO,6303 VILLAHERMOSA
52 VALLE DE TOLUCA,5207 TEXMELUCAN
11 PACIFICO,1103 MAZATLAN CULIACAN
62 PENINSULA,6202 CAMPECHE
20 NORESTE,2003 MONTERREY
60 PUEBLA,6002 PUEBLA
60 PUEBLA,6003 ZACAPOAXTLA
33 BAJIO,3302 SAN MIGUEL DE ALLENDE
42 SUR,4204 QUECHULTENANGO
10 FRONTERA OESTE,1002 MEXICALI
62 PENINSULA,6202 CAMPECHE
11 PACIFICO,1102 SINALOA
41 METRO SURORIENTE,4101 IZTAPALAPA
60 PUEBLA,6004 VERACRUZ
33 BAJIO,3305 QUERÉTARO
32 MICHOACÁN,3201 MORELIA
41 METRO SURORIENTE,4103 COYOACAN
50 METRO NORPONIENTE,5003 TLALNEPANTLA
60 PUEBLA,6001 TEHUACAN
11 PACIFICO,1102 SINALOA
61 CHIAPAS,6101 TUXTLA
41 METRO SURORIENTE,4104 TLALPAN
21 HUASTECA,2106 PACHUCA
12 LAGUNA CHIHUAHUA,1202 TORREON
32 MICHOACÁN,3204 PATZCUARO
51 METRO PONIENTE,5101 CUAUHTEMOC
32 MICHOACÁN,3204 PATZCUARO
50 METRO NORPONIENTE,5002 ATIZAPAN
60 PUEBLA,6002 PUEBLA
33 BAJIO,3303 IRAPUATO
21 HUASTECA,2105 TULA
52 VALLE DE TOLUCA,5201 TOLUCA
33 BAJIO,3304 CELAYA
20 NORESTE,2008 MARTINEZ DE LA TORRE
50 METRO NORPONIENTE,5006 VENUSTIANO CARRANZA
21 HUASTECA,2104 ZACATECAS
63 GOLFO,6305 CIUDAD DEL CARMEN
21 HUASTECA,2106 PACHUCA
30 COSTA OCCIDENTE,3004 COLIMA
40 METRO ORIENTE,4005 ACOLMAN
63 GOLFO,6303 VILLAHERMOSA
41 METRO SURORIENTE,4106 CHALCO
20 NORESTE,2001 REYNOSA
32 MICHOACÁN,3202 URUAPAN
20 NORESTE,2002 GUADALUPE
61 CHIAPAS,6101 TUXTLA
31 JALISCO,3104 TONALA
10 FRONTERA OESTE,1001 TIJUANA
20 NORESTE,2004 SAN PEDRO GARZA
60 PUEBLA,6004 VERACRUZ
21 HUASTECA,2107 TULANCINGO
62 PENINSULA,6203 MERIDA
41 METRO SURORIENTE,4101 IZTAPALAPA
32 MICHOACÁN,3201 MORELIA
40 METRO ORIENTE,4001 GUSTAVO A. MADERO
50 METRO NORPONIENTE,5006 VENUSTIANO CARRANZA
30 COSTA OCCIDENTE,3002 JALISCO SUR
30 COSTA OCCIDENTE,3003 OCOTLAN
61 CHIAPAS,6104 JUCHITAN
41 METRO SURORIENTE,4105 TLAHUAC
40 METRO ORIENTE,4004 TEXCOCO
31 JALISCO,3103 GUADALAJARA
10 FRONTERA OESTE,1001 TIJUANA
10 FRONTERA OESTE,1004 HERMOSILLO
52 VALLE DE TOLUCA,5204 TIANGUISTENCO
